transaction_id,account_id,customer_id,type,amount,description,merchant,category,date,status,balance_after,failure_reason
TXN753AEC3CBF,ACCEA490ED9,CUST000303,credit,2987.38,Amazon transaction,Amazon,housing,2024-06-13T21:03:49.107486,completed,9020.53,
TXN83EBAA0E0F,ACCEA490ED9,CUST000303,debit,-806.12,Starbucks transaction,Starbucks,online_shopping,2023-02-08T06:51:44.557339,completed,5227.03,
TXN258DC678EA,ACCEA490ED9,CUST000303,debit,-2275.92,Delta Airlines transaction,Delta Airlines,travel,2023-05-04T01:47:26.359763,completed,3757.23,
TXN0C132E1D4E,ACCA84FD1C2,CUST000303,debit,-2205.85,Target transaction,Target,online_shopping,2024-10-23T19:30:20.701006,completed,30810.34,
TXNBB6721896A,ACCA84FD1C2,CUST000303,debit,-2610.25,Target transaction,Target,entertainment,2025-09-09T20:01:41.993302,completed,30405.94,
TXN4F15389193,ACCA84FD1C2,CUST000303,debit,-1374.71,Netflix transaction,Netflix,entertainment,2025-11-04T16:41:25.412431,completed,31641.48,
TXN6195781679,ACCA84FD1C2,CUST000303,debit,-3413.71,Amazon transaction,Amazon,housing,2023-04-17T23:06:52.534741,completed,29602.48,
TXN651BB7C63F,ACCA84FD1C2,CUST000303,debit,-4113.58,Amazon transaction,Amazon,travel,2025-04-26T17:53:02.802258,completed,28902.61,
TXN1A69D0D891,ACCA84FD1C2,CUST000303,debit,-2980.67,Amazon transaction,Amazon,travel,2024-06-16T02:58:20.346699,completed,30035.52,
TXNE711562980,ACCA84FD1C2,CUST000303,debit,-1755.71,Uber transaction,Uber,salary,2023-12-17T14:51:32.802908,failed,31260.48,insufficient_funds
TXN2466CABED9,ACCA84FD1C2,CUST000303,credit,2847.61,Uber transaction,Uber,travel,2025-09-16T22:24:00.156736,completed,35863.8,
TXN2640EB0229,ACCA84FD1C2,CUST000303,credit,362.7,Starbucks transaction,Starbucks,entertainment,2025-02-02T17:58:54.146235,completed,33378.89,
TXN18C4316F97,ACCA84FD1C2,CUST000303,debit,-475.9,Apple transaction,Apple,online_shopping,2023-01-16T01:07:10.525581,completed,32540.29,
TXND490799EFB,ACCA84FD1C2,CUST000303,debit,-3696.64,Starbucks transaction,Starbucks,salary,2025-02-04T13:49:34.227705,completed,29319.55,
TXN7F8FC9A9AD,ACCA84FD1C2,CUST000303,debit,-2275.96,Walmart transaction,Walmart,salary,2025-01-25T20:04:17.066255,completed,30740.23,
TXNA35457DA10,ACCA84FD1C2,CUST000303,credit,1507.14,Starbucks transaction,Starbucks,entertainment,2024-12-19T11:50:26.805995,completed,34523.33,
TXNA088574555,ACCA84FD1C2,CUST000303,debit,-429.9,Target transaction,Target,entertainment,2024-11-30T13:05:22.911872,completed,32586.29,
TXNB9CD6BA35D,ACCA84FD1C2,CUST000303,credit,4261.24,Uber transaction,Uber,online_shopping,2025-04-03T05:44:02.212432,completed,37277.43,
TXN817E34C657,ACCA84FD1C2,CUST000303,credit,3387.96,Amazon transaction,Amazon,online_shopping,2023-03-28T16:54:55.636600,completed,36404.15,
TXNB204DB055F,ACCA84FD1C2,CUST000303,debit,-2285.42,Starbucks transaction,Starbucks,housing,2024-05-21T21:22:05.444886,completed,30730.77,
TXN637B251F7D,ACCA84FD1C2,CUST000303,debit,-4537.15,Delta Airlines transaction,Delta Airlines,groceries,2025-08-09T08:34:31.739090,completed,28479.04,
TXN7A4CF50692,ACCA84FD1C2,CUST000303,debit,-4759.11,Netflix transaction,Netflix,online_shopping,2025-07-11T23:17:11.388954,completed,28257.08,
TXN36E2A57A0C,ACCA84FD1C2,CUST000303,debit,-4701.76,Airbnb transaction,Airbnb,housing,2025-08-25T12:20:44.705546,completed,28314.43,
TXNF71999B76A,ACCA84FD1C2,CUST000303,debit,-439.18,Airbnb transaction,Airbnb,travel,2025-06-17T19:22:44.163618,completed,32577.01,
TXN25CD0AAA40,ACCA84FD1C2,CUST000303,credit,3952.05,Starbucks transaction,Starbucks,housing,2023-07-10T17:01:35.418545,completed,36968.24,
TXNDFAA72C382,ACCA84FD1C2,CUST000303,credit,3680.28,Airbnb transaction,Airbnb,online_shopping,2023-11-18T23:00:02.050289,completed,36696.47,
TXNDA656CC820,ACCA84FD1C2,CUST000303,debit,-2469.79,Uber transaction,Uber,groceries,2023-12-05T06:05:14.216866,completed,30546.4,
TXN569651F091,ACCA84FD1C2,CUST000303,credit,3341.48,Uber transaction,Uber,entertainment,2023-09-19T02:40:32.542312,failed,36357.67,insufficient_funds
TXN9255624CC6,ACCA84FD1C2,CUST000303,credit,2006.48,Starbucks transaction,Starbucks,entertainment,2025-12-21T08:24:51.633401,completed,35022.67,
TXN3108ABE7F8,ACCA84FD1C2,CUST000303,debit,-3362.25,Apple transaction,Apple,travel,2025-05-08T15:40:17.745525,completed,29653.94,
TXN11DCEB80A9,ACCA84FD1C2,CUST000303,debit,-2122.37,Target transaction,Target,housing,2024-07-12T19:01:32.642913,completed,30893.82,
TXNE28A79BE0F,ACCA84FD1C2,CUST000303,credit,2340.14,Amazon transaction,Amazon,groceries,2025-05-02T00:55:24.589910,completed,35356.33,
TXNA218287209,ACCA84FD1C2,CUST000303,debit,-273.65,Apple transaction,Apple,housing,2023-05-05T12:53:26.208883,completed,32742.54,
TXND551757A98,ACCA84FD1C2,CUST000303,credit,1836.36,Netflix transaction,Netflix,groceries,2025-09-26T21:27:37.290155,completed,34852.55,
TXNE68CC1E098,ACCA84FD1C2,CUST000303,debit,-366.13,Target transaction,Target,groceries,2023-12-09T07:33:09.350474,completed,32650.06,
TXN83E6C726A3,ACCA84FD1C2,CUST000303,debit,-2968.01,Target transaction,Target,entertainment,2025-02-26T01:36:31.266037,completed,30048.18,
TXN3DB6B575A0,ACCA84FD1C2,CUST000303,debit,-1929.61,Apple transaction,Apple,groceries,2023-11-30T08:48:48.495920,completed,31086.58,
TXN71C32B2E60,ACCA84FD1C2,CUST000303,debit,-1126.89,Target transaction,Target,travel,2024-11-08T14:14:01.555236,completed,31889.3,
TXN83BFF4AD01,ACCA84FD1C2,CUST000303,debit,-3464.02,Amazon transaction,Amazon,online_shopping,2023-05-05T08:31:46.380952,completed,29552.17,
TXN9DA9866EF7,ACCA84FD1C2,CUST000303,credit,4133.66,Netflix transaction,Netflix,groceries,2025-12-05T02:58:09.280253,completed,37149.85,
TXN7C0168E386,ACCA84FD1C2,CUST000303,debit,-429.64,Walmart transaction,Walmart,salary,2023-03-06T03:32:41.774246,completed,32586.55,
TXN263C8A7A97,ACCA84FD1C2,CUST000303,debit,-1689.29,Apple transaction,Apple,salary,2025-02-22T12:09:57.418603,completed,31326.9,
TXNA803C80279,ACCA84FD1C2,CUST000303,credit,3017.22,Delta Airlines transaction,Delta Airlines,housing,2024-08-27T22:22:28.447852,completed,36033.41,
TXN43A8F0F354,ACCA84FD1C2,CUST000303,debit,-346.5,Apple transaction,Apple,travel,2023-01-12T19:41:15.568443,completed,32669.69,
TXNBD2505AD30,ACCA84FD1C2,CUST000303,debit,-1586.0,Netflix transaction,Netflix,entertainment,2024-06-12T11:35:14.261765,completed,31430.19,
TXN77725A3042,ACCA84FD1C2,CUST000303,credit,341.88,Starbucks transaction,Starbucks,online_shopping,2024-08-06T16:15:24.425437,completed,33358.07,
TXN77ABF98A88,ACCA84FD1C2,CUST000303,credit,4365.86,Apple transaction,Apple,housing,2023-07-24T01:56:53.826495,completed,37382.05,
TXND68994A6E9,ACCA84FD1C2,CUST000303,debit,-490.18,Delta Airlines transaction,Delta Airlines,salary,2023-02-06T07:56:14.757694,completed,32526.01,
TXN299596B7CA,ACCA84FD1C2,CUST000303,credit,1218.96,Walmart transaction,Walmart,entertainment,2023-10-06T16:40:09.404080,failed,34235.15,insufficient_funds
TXNCCEAAFA837,ACCA84FD1C2,CUST000303,debit,-3365.47,Netflix transaction,Netflix,online_shopping,2023-02-21T00:18:25.947381,completed,29650.72,
TXN827B7CBA00,ACCA84FD1C2,CUST000303,debit,-1645.33,Amazon transaction,Amazon,housing,2023-09-17T23:16:41.151370,completed,31370.86,
TXN38B8716067,ACCA84FD1C2,CUST000303,debit,-2399.37,Starbucks transaction,Starbucks,entertainment,2025-12-21T10:24:34.769104,completed,30616.82,
TXNC636D2E776,ACCA84FD1C2,CUST000303,credit,3691.93,Apple transaction,Apple,travel,2025-02-26T07:08:28.502225,completed,36708.12,
TXND1F28435E2,ACC5577A90E,CUST000304,credit,4823.92,Walmart transaction,Walmart,housing,2025-11-09T15:04:20.962153,completed,18655.98,
TXN11523B06BC,ACC5577A90E,CUST000304,debit,-2500.14,Walmart transaction,Walmart,housing,2023-01-08T17:31:08.349492,completed,11331.92,
TXNFA1F7716ED,ACC5577A90E,CUST000304,debit,-3885.94,Netflix transaction,Netflix,travel,2023-12-17T05:53:05.616704,completed,9946.12,
TXNC99D1E2A6E,ACC5577A90E,CUST000304,debit,-1090.34,Netflix transaction,Netflix,groceries,2023-12-31T17:40:39.646600,completed,12741.72,
TXNAC23F1CC91,ACC5577A90E,CUST000304,debit,-2011.75,Target transaction,Target,groceries,2024-07-09T09:14:33.291865,completed,11820.31,
TXN7597C1229F,ACC5577A90E,CUST000304,debit,-2232.47,Target transaction,Target,travel,2025-08-15T18:24:10.815846,failed,11599.59,insufficient_funds
TXNC0DFF7A4C7,ACC5577A90E,CUST000304,debit,-2944.62,Delta Airlines transaction,Delta Airlines,travel,2025-04-05T15:26:45.814097,completed,10887.44,
TXN1278AABDA9,ACC5577A90E,CUST000304,debit,-524.26,Apple transaction,Apple,housing,2024-04-18T09:06:47.354027,completed,13307.8,
TXNAFE778BFFC,ACC5577A90E,CUST000304,debit,-3933.23,Delta Airlines transaction,Delta Airlines,entertainment,2023-09-14T01:53:25.856972,completed,9898.83,
TXND7AA3ECBB9,ACC5577A90E,CUST000304,debit,-1755.55,Target transaction,Target,groceries,2023-01-18T05:39:33.010939,completed,12076.51,
TXNF8772176C3,ACC5577A90E,CUST000304,debit,-3206.57,Target transaction,Target,online_shopping,2023-07-07T08:56:27.144616,failed,10625.49,insufficient_funds
TXN48BBDD526F,ACC5577A90E,CUST000304,debit,-702.71,Apple transaction,Apple,entertainment,2024-11-04T04:43:35.554518,completed,13129.35,
TXNF15C0B87EE,ACC5577A90E,CUST000304,debit,-1793.76,Target transaction,Target,entertainment,2023-11-24T06:12:30.186150,completed,12038.3,
TXN774F8E30D0,ACC5577A90E,CUST000304,debit,-2304.39,Netflix transaction,Netflix,groceries,2024-06-13T05:50:43.013710,failed,11527.67,insufficient_funds
TXN2BAA52322B,ACC5577A90E,CUST000304,credit,1137.67,Apple transaction,Apple,entertainment,2025-06-02T13:51:04.700295,completed,14969.73,
TXNB1F0D17C3B,ACC5577A90E,CUST000304,debit,-2278.12,Walmart transaction,Walmart,online_shopping,2025-10-29T09:19:38.017264,completed,11553.94,
TXNF76228EBF5,ACC5577A90E,CUST000304,debit,-4915.42,Netflix transaction,Netflix,online_shopping,2023-08-17T13:02:56.770396,completed,8916.64,
TXN17C1B1A0DD,ACC5577A90E,CUST000304,debit,-2364.02,Walmart transaction,Walmart,housing,2025-07-27T13:22:39.144202,completed,11468.04,
TXN16AA8F13E3,ACC5577A90E,CUST000304,debit,-3612.01,Netflix transaction,Netflix,travel,2023-11-06T18:57:37.678925,completed,10220.05,
TXN8AD5A2ECAC,ACC5577A90E,CUST000304,credit,3375.19,Delta Airlines transaction,Delta Airlines,groceries,2025-01-07T17:04:24.384093,completed,17207.25,
TXN7BFC53D74E,ACC5577A90E,CUST000304,debit,-2254.17,Target transaction,Target,salary,2024-01-31T07:26:53.171595,completed,11577.89,
TXN71B049AA32,ACC5577A90E,CUST000304,debit,-4521.87,Amazon transaction,Amazon,travel,2023-08-05T03:18:46.843842,completed,9310.19,
TXN5CB32AC15B,ACC5577A90E,CUST000304,credit,4200.84,Netflix transaction,Netflix,groceries,2024-10-28T03:01:38.440818,completed,18032.9,
TXNE0CF027DEA,ACCAE6B0E19,CUST000304,debit,-1453.78,Amazon transaction,Amazon,salary,2023-03-23T07:32:59.915120,completed,-460.92,
TXND63CD7F4D1,ACCAE6B0E19,CUST000304,debit,-442.23,Delta Airlines transaction,Delta Airlines,travel,2024-12-28T21:27:22.524038,completed,550.63,
TXN09D577AE5B,ACCAE6B0E19,CUST000304,debit,-3275.0,Amazon transaction,Amazon,online_shopping,2023-01-31T01:52:34.499582,completed,-2282.14,
TXN3C53A3C4F1,ACCAE6B0E19,CUST000304,debit,-120.47,Netflix transaction,Netflix,salary,2023-12-19T23:24:30.783257,completed,872.39,
TXNE386C171E7,ACCAE6B0E19,CUST000304,debit,-2955.82,Walmart transaction,Walmart,entertainment,2023-12-17T02:28:32.101572,completed,-1962.96,
TXND60A5C7564,ACCAE6B0E19,CUST000304,debit,-4614.81,Uber transaction,Uber,housing,2024-07-31T17:47:39.811446,failed,-3621.95,insufficient_funds
TXN1020FA4DBE,ACCAE6B0E19,CUST000304,debit,-3205.4,Amazon transaction,Amazon,entertainment,2024-07-03T11:19:10.374535,completed,-2212.54,
TXN574E89D7E6,ACCAE6B0E19,CUST000304,debit,-1923.5,Starbucks transaction,Starbucks,online_shopping,2023-06-29T09:06:04.901523,completed,-930.64,
TXNB79381AFA6,ACCAE6B0E19,CUST000304,credit,251.04,Uber transaction,Uber,groceries,2023-11-15T21:05:17.700844,completed,1243.9,
TXN7927ABF76B,ACCAE6B0E19,CUST000304,debit,-2036.39,Apple transaction,Apple,housing,2025-10-14T08:24:09.668879,completed,-1043.53,
TXNC90A64AA70,ACCAE6B0E19,CUST000304,debit,-4269.04,Apple transaction,Apple,entertainment,2024-05-04T00:08:53.044754,completed,-3276.18,
TXNB2A7AB1697,ACCAE6B0E19,CUST000304,debit,-933.8,Delta Airlines transaction,Delta Airlines,groceries,2023-09-12T18:57:31.019980,completed,59.06,
TXN620515FEEE,ACCAE6B0E19,CUST000304,debit,-1610.78,Walmart transaction,Walmart,travel,2024-06-27T17:56:50.567663,completed,-617.92,
TXNA2303D81C9,ACCAE6B0E19,CUST000304,debit,-4845.25,Amazon transaction,Amazon,travel,2023-10-02T07:13:41.601348,completed,-3852.39,
TXNB59D5846C7,ACCAE6B0E19,CUST000304,credit,944.91,Amazon transaction,Amazon,groceries,2024-05-10T00:46:26.519857,completed,1937.77,
TXN3ECAFAD595,ACCAE6B0E19,CUST000304,debit,-2405.83,Netflix transaction,Netflix,groceries,2024-06-22T21:22:23.145056,completed,-1412.97,
TXNFA9255AA96,ACCAE6B0E19,CUST000304,debit,-4528.19,Walmart transaction,Walmart,groceries,2025-03-14T13:13:28.704855,completed,-3535.33,
TXN5F0B24FC13,ACCAE6B0E19,CUST000304,debit,-3394.91,Target transaction,Target,travel,2024-09-04T06:00:10.276689,completed,-2402.05,
TXN7BB3D38C0F,ACCAE6B0E19,CUST000304,debit,-1994.4,Apple transaction,Apple,entertainment,2025-03-06T01:18:18.408671,completed,-1001.54,
TXNA98C2DB6B5,ACCAE6B0E19,CUST000304,debit,-3145.8,Apple transaction,Apple,salary,2025-12-26T19:50:18.450489,completed,-2152.94,
TXNF2F3428A2C,ACCAE6B0E19,CUST000304,credit,3732.42,Netflix transaction,Netflix,online_shopping,2024-12-13T04:49:00.111915,completed,4725.28,
TXNE03D7B7232,ACCAE6B0E19,CUST000304,debit,-1328.32,Delta Airlines transaction,Delta Airlines,entertainment,2024-03-06T00:14:40.551087,completed,-335.46,
TXN47D8C6DC01,ACC042DA109,CUST000305,debit,-1228.74,Target transaction,Target,travel,2025-01-01T18:44:58.890982,completed,32242.39,
TXNEA1DE94766,ACC042DA109,CUST000305,debit,-3474.74,Uber transaction,Uber,housing,2023-10-25T07:27:15.003038,failed,29996.39,insufficient_funds
TXN83E10C1767,ACC042DA109,CUST000305,debit,-903.34,Amazon transaction,Amazon,travel,2024-01-21T01:11:48.903367,completed,32567.79,
TXNF194BEA2FA,ACC042DA109,CUST000305,credit,4032.51,Starbucks transaction,Starbucks,groceries,2025-06-08T03:16:22.130291,failed,37503.64,insufficient_funds
TXN2B9A249F3D,ACC042DA109,CUST000305,credit,4188.65,Starbucks transaction,Starbucks,salary,2024-04-26T17:26:44.408543,completed,37659.78,
TXN825CD365D5,ACC042DA109,CUST000305,debit,-1851.53,Apple transaction,Apple,travel,2024-04-22T00:21:42.116797,completed,31619.6,
TXNF7B81A7817,ACC042DA109,CUST000305,debit,-73.53,Target transaction,Target,travel,2024-07-12T16:27:12.325663,completed,33397.6,
TXN3C9A44DEC8,ACC042DA109,CUST000305,debit,-3458.23,Starbucks transaction,Starbucks,groceries,2024-03-20T01:33:51.425874,completed,30012.9,
TXN4B2B50B689,ACC042DA109,CUST000305,debit,-1280.2,Netflix transaction,Netflix,entertainment,2023-08-02T18:58:33.627727,completed,32190.93,
TXN34BE71AB7A,ACC042DA109,CUST000305,debit,-2146.4,Netflix transaction,Netflix,travel,2024-12-20T19:31:14.661159,completed,31324.73,
TXN8A90804CC5,ACC042DA109,CUST000305,debit,-634.2,Airbnb transaction,Airbnb,online_shopping,2023-06-29T01:30:19.855333,completed,32836.93,
TXNFEA91E544B,ACC042DA109,CUST000305,debit,-1251.93,Target transaction,Target,groceries,2025-11-12T01:58:57.588029,completed,32219.2,
TXN188BE3C509,ACC042DA109,CUST000305,credit,1207.42,Uber transaction,Uber,salary,2025-05-18T12:26:05.803331,failed,34678.55,insufficient_funds
TXN098286420B,ACC042DA109,CUST000305,debit,-2645.32,Amazon transaction,Amazon,groceries,2025-06-27T06:10:46.926497,completed,30825.81,
TXN45E46157DC,ACC934F177A,CUST000306,debit,-3173.24,Walmart transaction,Walmart,housing,2024-12-20T13:04:31.304950,completed,575.17,
TXN2341219A0E,ACC934F177A,CUST000306,debit,-941.77,Target transaction,Target,entertainment,2023-12-20T05:48:17.293166,completed,2806.64,
TXNCAD5B9A592,ACC934F177A,CUST000306,credit,4779.92,Walmart transaction,Walmart,entertainment,2023-07-27T14:35:49.380945,completed,8528.33,
TXN65DFF308D6,ACC934F177A,CUST000306,debit,-4103.17,Apple transaction,Apple,entertainment,2023-06-12T21:38:03.897943,failed,-354.76,insufficient_funds
TXND47C28D471,ACC934F177A,CUST000306,debit,-1422.2,Airbnb transaction,Airbnb,salary,2024-11-06T21:49:13.248956,completed,2326.21,
TXN4E65FC5132,ACC934F177A,CUST000306,debit,-2214.84,Netflix transaction,Netflix,online_shopping,2024-01-22T21:04:24.854112,completed,1533.57,
TXNC9B369ED2E,ACC934F177A,CUST000306,debit,-4096.13,Amazon transaction,Amazon,entertainment,2024-10-05T22:06:46.550496,completed,-347.72,
TXN9F243C6437,ACC934F177A,CUST000306,credit,681.11,Delta Airlines transaction,Delta Airlines,housing,2025-01-25T05:51:14.750260,completed,4429.52,
TXN4722970F82,ACC934F177A,CUST000306,credit,4793.13,Amazon transaction,Amazon,entertainment,2024-08-05T15:59:29.002383,failed,8541.54,insufficient_funds
TXNFB0A75BF1C,ACC934F177A,CUST000306,credit,4200.32,Walmart transaction,Walmart,salary,2024-07-27T22:15:07.476890,completed,7948.73,
TXN3F93102199,ACC934F177A,CUST000306,debit,-2761.27,Target transaction,Target,entertainment,2024-08-31T09:55:28.331082,failed,987.14,insufficient_funds
TXND692FF0EC9,ACC934F177A,CUST000306,credit,954.09,Target transaction,Target,salary,2025-05-08T07:19:17.502009,completed,4702.5,
TXNA6C35AB856,ACC934F177A,CUST000306,credit,1486.77,Airbnb transaction,Airbnb,travel,2024-01-31T00:47:48.185503,completed,5235.18,
TXN202603A7BB,ACC934F177A,CUST000306,credit,4603.81,Airbnb transaction,Airbnb,entertainment,2024-07-03T17:22:57.250112,completed,8352.22,
TXN0F9E0E5324,ACC934F177A,CUST000306,debit,-4226.64,Target transaction,Target,entertainment,2023-07-11T05:50:42.826711,completed,-478.23,
TXNC2CE36A340,ACC934F177A,CUST000306,debit,-1976.44,Netflix transaction,Netflix,housing,2024-05-17T03:28:20.867869,completed,1771.97,
TXNFF57E4D436,ACC934F177A,CUST000306,debit,-2398.04,Target transaction,Target,groceries,2023-07-07T16:19:10.421060,completed,1350.37,
TXN630863781B,ACC934F177A,CUST000306,debit,-2327.16,Delta Airlines transaction,Delta Airlines,travel,2024-10-27T09:56:02.271309,completed,1421.25,
TXNBF75A37E22,ACC934F177A,CUST000306,credit,1333.68,Uber transaction,Uber,entertainment,2025-11-05T19:44:51.957176,completed,5082.09,
TXN62C53356EB,ACC934F177A,CUST000306,debit,-4606.06,Airbnb transaction,Airbnb,online_shopping,2023-08-24T09:09:25.861563,completed,-857.65,
TXN3DC22A2816,ACC934F177A,CUST000306,debit,-2115.96,Delta Airlines transaction,Delta Airlines,salary,2025-03-04T14:31:09.407221,completed,1632.45,
TXNCFD95D69DD,ACC934F177A,CUST000306,debit,-3405.94,Uber transaction,Uber,entertainment,2025-02-06T03:26:05.957626,completed,342.47,
TXNF116A05229,ACC934F177A,CUST000306,debit,-1538.66,Uber transaction,Uber,travel,2025-09-03T11:10:05.574873,completed,2209.75,
TXN87B5A1643A,ACC934F177A,CUST000306,debit,-4885.15,Amazon transaction,Amazon,online_shopping,2024-11-17T13:58:39.208478,completed,-1136.74,
TXNA238C7A942,ACCA9C8B4A1,CUST000306,debit,-2220.51,Target transaction,Target,salary,2025-09-13T18:00:06.675581,completed,25653.19,
TXN761AE00B8B,ACCA9C8B4A1,CUST000306,debit,-3436.47,Amazon transaction,Amazon,online_shopping,2023-02-02T20:44:16.668958,completed,24437.23,
TXN326462ACA7,ACCA9C8B4A1,CUST000306,credit,4501.12,Amazon transaction,Amazon,entertainment,2025-06-12T01:22:27.347350,completed,32374.82,
TXN6D2AF0D643,ACCA9C8B4A1,CUST000306,credit,2844.54,Target transaction,Target,salary,2023-09-23T17:35:26.591123,completed,30718.24,
TXN0439DC2929,ACCA9C8B4A1,CUST000306,debit,-4136.68,Delta Airlines transaction,Delta Airlines,housing,2024-07-04T19:36:23.775810,completed,23737.02,
TXNDFC79C3E89,ACCA9C8B4A1,CUST000306,credit,989.22,Airbnb transaction,Airbnb,groceries,2024-12-30T05:54:25.913661,completed,28862.92,
TXN82E21DFD03,ACCA9C8B4A1,CUST000306,debit,-2316.94,Walmart transaction,Walmart,travel,2023-08-03T00:22:42.860238,completed,25556.76,
TXN345C2E8B95,ACCA9C8B4A1,CUST000306,debit,-2049.01,Netflix transaction,Netflix,housing,2024-10-26T00:53:37.182406,completed,25824.69,
TXN874F6F20B5,ACCA9C8B4A1,CUST000306,debit,-3357.04,Delta Airlines transaction,Delta Airlines,travel,2024-08-01T17:12:17.954853,completed,24516.66,
TXNA4D0378737,ACCA9C8B4A1,CUST000306,debit,-615.08,Uber transaction,Uber,entertainment,2025-04-18T12:58:52.541767,completed,27258.62,
TXN74F13AE7A4,ACCA9C8B4A1,CUST000306,credit,4992.37,Target transaction,Target,salary,2023-11-10T08:51:28.821871,completed,32866.07,
TXN85F7EB2D44,ACC7D902F49,CUST000306,debit,-4504.85,Walmart transaction,Walmart,housing,2023-05-29T04:04:57.600537,completed,28006.14,
TXN62D08A3836,ACC7D902F49,CUST000306,debit,-2974.04,Amazon transaction,Amazon,travel,2024-05-13T03:06:05.366477,completed,29536.95,
TXN4905EAC06A,ACC7D902F49,CUST000306,debit,-4434.43,Target transaction,Target,housing,2024-10-03T03:53:24.672973,completed,28076.56,
TXNC5932D53DB,ACC7D902F49,CUST000306,credit,651.06,Airbnb transaction,Airbnb,entertainment,2023-09-12T14:35:26.129843,completed,33162.05,
TXN28EEC1D7B0,ACC7D902F49,CUST000306,debit,-1788.59,Target transaction,Target,travel,2025-03-02T12:08:31.372085,completed,30722.4,
TXNF7CD5D77BE,ACC7D902F49,CUST000306,debit,-1910.7,Apple transaction,Apple,groceries,2024-03-06T05:22:33.124038,failed,30600.29,insufficient_funds
TXN0ED507F413,ACC7D902F49,CUST000306,credit,1034.31,Apple transaction,Apple,salary,2025-01-11T08:28:44.369055,failed,33545.3,insufficient_funds
TXN0A2388D97B,ACC7D902F49,CUST000306,debit,-517.69,Uber transaction,Uber,online_shopping,2023-05-24T07:17:00.609223,completed,31993.3,
TXN561ABA4577,ACC7D902F49,CUST000306,debit,-1861.49,Walmart transaction,Walmart,groceries,2023-09-20T12:31:48.730795,completed,30649.5,
TXN95EF4C7C4C,ACC7D902F49,CUST000306,debit,-3550.78,Amazon transaction,Amazon,housing,2023-03-26T19:08:38.728891,completed,28960.21,
TXN973D1632C6,ACC7D902F49,CUST000306,debit,-2427.76,Airbnb transaction,Airbnb,online_shopping,2025-03-13T16:21:45.052858,completed,30083.23,
TXN06283B5710,ACC7D902F49,CUST000306,debit,-4410.01,Target transaction,Target,entertainment,2024-03-31T20:34:22.155906,completed,28100.98,
TXNE2A43009BC,ACC7D902F49,CUST000306,credit,888.83,Walmart transaction,Walmart,entertainment,2024-05-12T02:25:54.255642,failed,33399.82,insufficient_funds
TXN758ED7F9CE,ACC7D902F49,CUST000306,debit,-286.6,Airbnb transaction,Airbnb,salary,2023-07-01T19:02:54.238224,completed,32224.39,
TXN5E284E2438,ACC7D902F49,CUST000306,debit,-3519.47,Airbnb transaction,Airbnb,housing,2025-11-29T11:31:49.746313,completed,28991.52,
TXNF04BA421A8,ACC7D902F49,CUST000306,credit,3715.83,Starbucks transaction,Starbucks,salary,2024-06-02T06:52:47.980613,completed,36226.82,
TXN6DAAD9CF64,ACC7D902F49,CUST000306,credit,86.49,Uber transaction,Uber,travel,2024-01-01T04:07:31.428292,failed,32597.48,insufficient_funds
TXN45698690D0,ACC7D902F49,CUST000306,debit,-2804.38,Airbnb transaction,Airbnb,groceries,2025-12-09T18:48:50.065839,completed,29706.61,
TXN3D2865B73B,ACC7D902F49,CUST000306,debit,-4510.51,Netflix transaction,Netflix,housing,2023-09-05T04:38:57.298604,completed,28000.48,
TXN622D210189,ACC7D902F49,CUST000306,credit,4275.73,Apple transaction,Apple,salary,2023-09-14T23:14:27.225310,completed,36786.72,
TXNA5B5510442,ACC7D902F49,CUST000306,debit,-147.51,Delta Airlines transaction,Delta Airlines,housing,2023-12-08T08:28:13.763049,failed,32363.48,insufficient_funds
TXNF5085AE3E8,ACC7D902F49,CUST000306,debit,-4460.19,Delta Airlines transaction,Delta Airlines,groceries,2023-01-04T06:07:47.211170,completed,28050.8,
TXND648DB7DDE,ACC7D902F49,CUST000306,credit,2429.52,Delta Airlines transaction,Delta Airlines,online_shopping,2024-03-03T12:28:32.686388,completed,34940.51,
TXN6AE2B74390,ACC7D902F49,CUST000306,debit,-1292.1,Apple transaction,Apple,salary,2023-06-23T01:13:39.460488,completed,31218.89,
TXNECFDD7B52B,ACC7D902F49,CUST000306,debit,-2196.27,Delta Airlines transaction,Delta Airlines,online_shopping,2025-07-22T01:10:45.133458,completed,30314.72,
TXN936FE704B6,ACC7D902F49,CUST000306,debit,-2803.18,Delta Airlines transaction,Delta Airlines,groceries,2024-03-26T01:22:47.330559,failed,29707.81,insufficient_funds
TXNA5A00503AE,ACC7D902F49,CUST000306,debit,-1540.08,Target transaction,Target,entertainment,2023-08-01T21:39:52.314490,completed,30970.91,
TXNB0C56B38B9,ACC7D902F49,CUST000306,debit,-3632.0,Airbnb transaction,Airbnb,salary,2023-10-23T20:03:35.309673,completed,28878.99,
TXN8C9547BF30,ACC7D902F49,CUST000306,credit,1135.09,Target transaction,Target,housing,2023-03-06T17:09:53.696307,completed,33646.08,
TXNE6855CF815,ACC7D902F49,CUST000306,debit,-1113.4,Netflix transaction,Netflix,entertainment,2023-10-14T16:11:19.263092,completed,31397.59,
TXNB3F2721FB4,ACC7D902F49,CUST000306,credit,3330.1,Starbucks transaction,Starbucks,entertainment,2025-08-18T21:25:08.204313,completed,35841.09,
