account_id,customer_id,account_type,account_number_masked,balance,available_balance,status,opened_date
ACC5BD990BD,CUST000258,savings,****9398,18508.14,18508.14,active,2021-06-03T01:11:19.614343
ACC13E8F060,CUST000259,credit,****5265,40553.91,40553.91,active,2017-04-10T08:07:00.887029
ACCA1ED5962,CUST000259,credit,****7742,38425.74,38425.74,active,2015-10-26T11:45:27.141879
ACC019B0229,CUST000259,checking,****3813,40561.38,40561.38,active,2023-02-11T20:23:41.326759
ACCF08582E5,CUST000260,savings,****8941,23391.27,23391.27,active,2017-04-11T02:32:19.604259
ACCADBE42EE,CUST000261,checking,****5522,24206.53,24206.53,active,2023-05-10T16:24:04.174396
ACCCAD50F9C,CUST000261,savings,****9923,3362.18,3362.18,active,2020-10-01T13:11:04.955077
ACC13C5E27E,CUST000262,checking,****1415,13826.01,13826.01,active,2020-04-15T07:36:20.837419
ACC8B66EF03,CUST000262,credit,****3451,4772.55,4772.55,active,2025-03-04T07:41:48.724130
ACCD6B27301,CUST000262,checking,****2867,42770.45,42770.45,active,2017-07-16T09:27:38.793997
ACCF248422E,CUST000263,credit,****3959,7106.1,7106.1,active,2020-05-07T22:08:17.720966
ACCE5473DF9,CUST000263,credit,****2337,14697.55,14697.55,active,2016-08-24T13:15:29.497272
ACC93582F54,CUST000264,checking,****2142,10705.26,10705.26,active,2017-08-31T02:52:53.411776
ACC1D41D61E,CUST000264,checking,****8398,37203.13,37203.13,active,2023-12-01T18:04:25.120944
ACCEBE28C2F,CUST000265,savings,****4209,46477.9,46477.9,active,2025-03-01T07:24:45.252847
ACC8FDCD323,CUST000266,credit,****8252,17831.57,17831.57,active,2022-08-30T18:10:47.456516
ACC47C5D8BF,CUST000267,credit,****5521,12318.49,12318.49,active,2018-07-30T13:07:20.759170
ACCE4A27AAB,CUST000268,credit,****7467,11942.65,11942.65,active,2023-09-29T08:26:51.569737
ACC51DA1956,CUST000269,credit,****6078,43978.44,43978.44,active,2020-07-19T04:34:16.287116
ACCEE255CE6,CUST000269,checking,****4220,25542.1,25542.1,active,2020-09-24T09:27:59.973474
ACC219F1066,CUST000269,savings,****1889,49715.4,49715.4,active,2018-09-22T16:51:30.503864
ACC1AE8F88D,CUST000270,credit,****6584,39711.34,39711.34,active,2015-09-12T23:14:45.106906
ACC0CF8E450,CUST000271,checking,****8452,7684.69,7684.69,active,2024-08-17T00:08:40.714345
ACC84DC3985,CUST000272,credit,****2450,49419.45,49419.45,active,2020-06-20T09:56:51.340218
ACC479CFB83,CUST000272,savings,****8567,40415.59,40415.59,active,2024-03-18T23:36:16.331992
ACCD3532C17,CUST000273,checking,****8877,15064.28,15064.28,active,2018-06-02T13:11:13.060698
ACCBB94D1F8,CUST000273,savings,****4771,5349.19,5349.19,active,2020-03-14T07:09:34.418872
ACCB8FC9746,CUST000273,credit,****8866,34168.27,34168.27,active,2016-07-01T08:57:06.684836
ACC082CD75E,CUST000274,credit,****2305,28417.53,28417.53,active,2017-04-26T04:56:00.054424
ACCD0415C87,CUST000274,credit,****6756,23156.87,23156.87,active,2016-12-28T00:26:24.556707
ACC111828C7,CUST000275,savings,****4267,33583.0,33583.0,active,2021-05-03T14:20:38.110655
ACC1922423B,CUST000275,credit,****9367,16317.66,16317.66,active,2025-04-08T22:48:52.148471
ACCA732843C,CUST000276,credit,****9001,8803.4,8803.4,active,2024-09-19T20:31:42.315656
ACCA6DC855E,CUST000277,savings,****2873,13801.87,13801.87,active,2017-12-06T10:35:55.648289
ACC78BE5369,CUST000277,savings,****4164,44568.89,44568.89,active,2018-10-03T09:03:44.871102
ACC02148F47,CUST000277,credit,****2835,7386.87,7386.87,active,2024-09-30T20:38:56.256855
ACC3E4F6919,CUST000278,checking,****3949,11913.98,11913.98,active,2016-07-16T12:09:27.049689
ACCF95F9634,CUST000278,credit,****4787,5509.63,5509.63,active,2020-10-11T16:09:32.580185
ACC6E715C1E,CUST000279,savings,****4997,9701.55,9701.55,active,2015-09-07T13:16:18.611809
ACCF110F771,CUST000280,checking,****3390,25451.82,25451.82,active,2016-01-11T13:09:24.456914
ACCB6326158,CUST000281,checking,****9612,13706.54,13706.54,active,2023-03-04T01:26:27.514149
ACC466D9F5F,CUST000281,savings,****6938,47156.82,47156.82,active,2023-05-18T10:47:13.589908
ACC481F67F1,CUST000282,savings,****6019,14381.15,14381.15,active,2019-05-09T02:54:44.842353
ACCD289BD2D,CUST000282,credit,****5681,11574.89,11574.89,active,2016-02-11T20:22:04.735564
ACCACE087F5,CUST000283,checking,****2387,25551.97,25551.97,active,2017-09-14T11:53:40.579741
ACC87A800BF,CUST000284,checking,****4100,17966.52,17966.52,active,2017-07-01T16:06:11.513080
ACCA5B56876,CUST000284,checking,****8947,49507.96,49507.96,active,2017-06-19T21:27:52.657355
ACCCBCC720D,CUST000284,savings,****3445,45423.64,45423.64,active,2017-05-02T06:50:12.932907
ACCF98A536F,CUST000285,checking,****5248,30437.05,30437.05,active,2024-06-19T14:18:56.797529
ACC204840D3,CUST000285,credit,****7851,38793.92,38793.92,active,2015-01-15T00:17:13.844274
ACC7BB5A834,CUST000285,checking,****9395,47212.55,47212.55,active,2018-09-11T02:46:35.575775
ACC73EEFAAB,CUST000286,credit,****9575,30988.83,30988.83,active,2019-08-16T01:24:29.620309
ACC1162CF52,CUST000287,checking,****2612,33674.59,33674.59,active,2023-01-23T18:05:25.744363
ACC725DE89F,CUST000288,credit,****8865,19936.35,19936.35,active,2015-12-25T03:00:57.215591
ACCDEAAC706,CUST000288,credit,****5324,18962.08,18962.08,active,2021-04-11T10:09:36.669933
ACCA27D5C53,CUST000288,credit,****5168,7331.23,7331.23,active,2021-07-27T06:47:22.122165
ACC328BCDE8,CUST000289,checking,****5048,44360.18,44360.18,active,2025-09-12T22:07:58.802863
ACC7FFDD795,CUST000290,credit,****6470,37699.4,37699.4,active,2024-03-04T23:28:56.343556
ACC5F63B11A,CUST000290,credit,****4374,13555.65,13555.65,active,2017-02-06T22:14:13.543762
ACCE68FC8AD,CUST000290,credit,****7399,417.78,417.78,active,2015-05-19T20:43:39.028363
ACC4D009773,CUST000291,savings,****7543,22422.8,22422.8,active,2019-08-25T19:29:16.434139
ACC82C4E73C,CUST000291,checking,****1615,34826.65,34826.65,active,2015-03-24T17:59:28.363996
ACCD64FC113,CUST000292,savings,****3956,43979.76,43979.76,active,2021-11-21T03:54:11.137625
ACC53861767,CUST000292,savings,****2238,3684.68,3684.68,active,2018-07-07T21:00:40.749702
ACCD7256E7C,CUST000292,checking,****8414,35695.67,35695.67,active,2022-07-27T00:40:13.131253
ACC1A5FB07C,CUST000293,savings,****9457,49630.57,49630.57,active,2018-11-23T10:02:47.446424
ACC6EF9E48B,CUST000293,checking,****3995,10594.58,10594.58,active,2016-07-06T08:55:58.122603
ACC65BE75D8,CUST000294,credit,****8760,23946.66,23946.66,active,2022-11-16T11:00:57.730532
ACCAF32C21E,CUST000294,savings,****4485,44970.82,44970.82,active,2015-08-01T09:03:40.839399
ACC2CDDA7C6,CUST000294,savings,****4628,38006.16,38006.16,active,2025-06-21T23:36:57.953578
ACC1F05AD3A,CUST000295,checking,****6694,1817.66,1817.66,active,2025-04-24T20:01:43.869127
ACC360E9010,CUST000296,checking,****7712,366.06,366.06,active,2021-09-06T07:25:50.425924
ACCD44E3BAA,CUST000296,checking,****6047,3905.57,3905.57,active,2023-12-01T13:06:11.910560
ACC8CFFDDC2,CUST000296,credit,****3562,42625.97,42625.97,active,2024-07-01T13:54:59.025562
ACC15DAE0E3,CUST000297,credit,****2959,36940.62,36940.62,active,2018-06-27T12:20:01.550152
ACC77A59A3F,CUST000297,checking,****6919,629.33,629.33,active,2022-09-01T19:43:20.612620
ACC26461D14,CUST000297,checking,****5512,24182.11,24182.11,active,2020-04-27T07:02:03.628635
ACC205E6BE2,CUST000298,credit,****6812,365.14,365.14,active,2015-11-28T04:39:43.817229
ACC9D47F235,CUST000298,savings,****5645,31941.02,31941.02,active,2016-07-10T19:19:30.190192
ACCBC24AE3B,CUST000298,credit,****3598,48489.94,48489.94,active,2024-01-04T21:04:12.904711
ACC750340D6,CUST000299,credit,****8009,22751.15,22751.15,active,2019-10-02T10:46:46.974899
ACCEB11BB9F,CUST000299,savings,****3618,40652.19,40652.19,active,2016-04-14T16:16:33.615469
ACCFADAEC70,CUST000300,savings,****4202,18859.28,18859.28,active,2016-06-03T01:42:42.150651
ACCDAA54179,CUST000300,savings,****2873,20437.05,20437.05,active,2020-03-13T05:34:34.173113
ACC161AD3C5,CUST000300,savings,****9466,16969.48,16969.48,active,2024-02-22T12:26:48.144568
ACC5E64861C,CUST000301,credit,****7996,26123.96,26123.96,active,2019-07-18T18:37:00.729009
ACCCD3EA6FD,CUST000301,checking,****6637,37969.3,37969.3,active,2016-05-01T09:47:53.476957
ACC5F294C2C,CUST000302,savings,****4122,44622.79,44622.79,active,2023-11-09T17:35:16.115986
ACCEA490ED9,CUST000303,checking,****8197,6033.15,6033.15,active,2017-08-03T08:12:29.438002
ACCA84FD1C2,CUST000303,credit,****1587,33016.19,33016.19,active,2021-11-05T06:45:46.964393
ACC5577A90E,CUST000304,savings,****6003,13832.06,13832.06,active,2023-02-07T22:42:17.104578
ACCAE6B0E19,CUST000304,credit,****2085,992.86,992.86,active,2018-02-02T19:47:40.385460
ACC042DA109,CUST000305,credit,****5445,33471.13,33471.13,active,2020-01-26T09:19:02.908742
ACC934F177A,CUST000306,savings,****9386,3748.41,3748.41,active,2019-11-05T04:46:10.778962
ACCA9C8B4A1,CUST000306,credit,****7457,27873.7,27873.7,active,2016-10-18T09:56:31.359766
ACC7D902F49,CUST000306,savings,****9723,32510.99,32510.99,active,2018-02-22T20:27:47.575994
ACC884D2082,CUST000307,checking,****5393,30679.84,30679.84,active,2024-08-29T16:51:26.009972
ACCBA8D4B60,CUST000307,checking,****6441,21076.42,21076.42,active,2021-04-04T00:20:27.019025
ACC5868C5CF,CUST000307,checking,****5435,9080.19,9080.19,active,2025-10-05T13:12:07.463303
ACCC07AF58D,CUST000308,checking,****6265,37140.34,37140.34,active,2022-01-21T11:05:32.177744
ACCDCC0DE2F,CUST000308,savings,****2402,3352.58,3352.58,active,2021-04-07T21:19:44.908734
ACC4974211F,CUST000308,savings,****7890,1911.13,1911.13,active,2017-04-29T12:16:16.867590
ACCE38E7E4E,CUST000309,savings,****5177,48121.48,48121.48,active,2023-05-10T08:18:03.987241
ACCE2077408,CUST000309,savings,****6217,47831.21,47831.21,active,2021-09-28T07:18:55.563579
ACC21F660EB,CUST000310,credit,****6558,39056.97,39056.97,active,2021-12-14T17:11:17.971855
ACCDE84A2A2,CUST000310,checking,****5837,33747.3,33747.3,active,2025-02-05T12:23:55.550690
ACCBE3C54BB,CUST000310,credit,****8499,32753.53,32753.53,active,2020-06-06T05:38:31.534461
ACC3642AEED,CUST000311,savings,****4865,1072.48,1072.48,active,2015-02-26T20:16:08.708119
ACC34887748,CUST000311,savings,****6912,8959.62,8959.62,active,2025-03-23T15:53:18.488985
ACC4B176E71,CUST000312,savings,****3056,13966.51,13966.51,active,2017-03-13T21:08:13.496114
ACC4831E310,CUST000312,credit,****9983,4615.73,4615.73,active,2025-04-30T23:51:01.954201
ACC2B5EAB7B,CUST000312,savings,****6463,32341.32,32341.32,active,2024-06-09T01:58:24.411186
ACCD54FF540,CUST000313,checking,****1515,19580.93,19580.93,active,2021-03-07T05:39:16.244561
ACC727015C1,CUST000313,credit,****4673,7914.81,7914.81,active,2016-10-20T08:28:42.366626
ACC93B74AD9,CUST000314,savings,****2327,30451.4,30451.4,active,2015-04-13T17:40:20.774888
ACCAA8B12E3,CUST000314,savings,****8413,11899.88,11899.88,active,2016-12-29T20:23:32.353453
ACC0954BFFE,CUST000314,credit,****9341,25973.28,25973.28,active,2019-12-04T11:24:13.299962
ACCFF573828,CUST000315,savings,****4295,16063.78,16063.78,active,2015-07-14T22:44:32.198243
ACCDE002CBD,CUST000315,savings,****1089,9975.47,9975.47,active,2023-06-18T07:19:36.245782
ACCB30C595F,CUST000316,savings,****2814,47783.53,47783.53,active,2018-07-02T14:26:03.072484
ACCB6F90F6F,CUST000316,checking,****5588,47721.35,47721.35,active,2022-01-14T08:37:49.951026
ACCCC47F5C1,CUST000316,checking,****4982,34663.67,34663.67,active,2023-11-16T18:38:43.961123
ACCF9C6C879,CUST000317,savings,****1023,27752.49,27752.49,active,2021-04-17T16:04:41.848337
ACC950BCBE0,CUST000317,savings,****5350,42951.59,42951.59,active,2016-09-21T02:51:24.121242
ACC2069CC09,CUST000318,checking,****4280,39657.74,39657.74,active,2022-08-07T05:37:59.039281
ACC0C2BF3A6,CUST000318,savings,****9720,20178.38,20178.38,active,2021-07-14T22:47:45.490841
ACC74206AF1,CUST000319,checking,****8846,10365.54,10365.54,active,2020-02-04T17:24:04.547047
ACC00338684,CUST000320,savings,****5759,21032.19,21032.19,active,2017-02-15T11:46:07.894889
ACC045858A8,CUST000320,credit,****4109,25289.68,25289.68,active,2024-03-06T15:00:10.057091
ACCF76BD9DB,CUST000321,credit,****7278,39397.5,39397.5,active,2023-07-16T20:13:58.176566
ACC5141D126,CUST000321,credit,****4627,44031.49,44031.49,active,2019-06-24T17:33:33.410028
ACC073B95F2,CUST000322,credit,****6423,12269.17,12269.17,active,2019-02-09T06:36:38.410661
ACC5B0AF72B,CUST000322,savings,****4687,30831.05,30831.05,active,2019-11-30T12:55:03.540776
ACC02650016,CUST000323,checking,****2034,41829.98,41829.98,active,2025-07-29T01:35:29.312680
ACC55376284,CUST000323,savings,****1135,36197.85,36197.85,active,2016-04-05T22:59:45.734937
ACCFA0D4B3E,CUST000323,checking,****8103,23975.63,23975.63,active,2017-11-09T06:45:20.347676
ACCDA9AB84E,CUST000324,checking,****4791,33981.9,33981.9,active,2019-07-25T04:46:12.213896
ACCC7D48A71,CUST000325,savings,****8474,27176.14,27176.14,active,2022-02-07T13:53:31.521800
ACCD4A9D262,CUST000325,checking,****7069,16483.54,16483.54,active,2021-07-03T22:42:52.606068
ACC2A6EED1D,CUST000325,credit,****2738,21751.96,21751.96,active,2019-05-11T16:19:36.412225
ACCD13114D7,CUST000326,credit,****2891,5228.54,5228.54,active,2016-07-06T21:32:08.072861
ACC234F3C37,CUST000326,checking,****1918,2751.88,2751.88,active,2015-05-02T03:29:56.176023
ACCA531F1CD,CUST000326,credit,****4532,28852.3,28852.3,active,2020-08-15T16:54:18.077032
ACC573A3CCE,CUST000327,savings,****1171,37442.68,37442.68,active,2023-04-30T13:05:37.904856
ACC301D844C,CUST000327,credit,****8822,45724.87,45724.87,active,2020-01-27T20:21:13.062776
ACC4F39DA32,CUST000328,credit,****2011,36528.34,36528.34,active,2023-12-20T08:16:07.718309
ACCB031CD32,CUST000328,savings,****3980,11362.95,11362.95,active,2025-11-24T03:31:39.041151
ACCFEF93A2D,CUST000329,checking,****2904,29319.26,29319.26,active,2025-04-16T02:33:00.072270
ACCC0DB20F4,CUST000329,checking,****5645,44451.67,44451.67,active,2018-03-04T02:22:03.010894
ACCFCE57CA1,CUST000329,checking,****3447,29665.37,29665.37,active,2019-12-17T06:03:44.688856
ACCC88A243B,CUST000330,savings,****4052,47800.94,47800.94,active,2025-04-24T21:18:02.781429
ACC6B4996B0,CUST000331,credit,****3452,17513.31,17513.31,active,2022-08-06T11:19:36.532858
ACCAD72E2AF,CUST000332,credit,****8486,18422.52,18422.52,active,2017-09-05T04:40:10.704584
ACC90143134,CUST000332,savings,****2406,2493.23,2493.23,active,2023-02-01T01:36:20.940247
ACC72EDDC4D,CUST000333,credit,****9554,7093.22,7093.22,active,2024-08-03T16:39:59.310227
ACCD7917049,CUST000333,checking,****1113,9158.3,9158.3,active,2024-04-05T23:48:48.745277
ACCF2438230,CUST000333,credit,****7695,26373.77,26373.77,active,2019-03-27T18:24:34.375255
ACC2886DB5B,CUST000334,savings,****6952,43883.07,43883.07,active,2015-01-10T18:20:08.944636
ACC1E85BA81,CUST000334,savings,****6362,12815.94,12815.94,active,2022-09-01T08:18:28.932410
ACCCF6562EA,CUST000335,checking,****9552,28017.13,28017.13,active,2017-06-09T04:48:01.905613
ACCC6C24421,CUST000335,credit,****5620,19762.63,19762.63,active,2017-06-11T02:26:18.170014
ACC64ECCF68,CUST000335,savings,****8805,7831.97,7831.97,active,2016-05-18T14:55:19.230230
ACC5E4087CD,CUST000336,credit,****6682,45389.13,45389.13,active,2018-12-15T00:20:39.269983
ACCEA79ABDA,CUST000337,savings,****4518,30996.87,30996.87,active,2021-01-17T06:48:27.094398
ACCE4B8F2AC,CUST000337,checking,****8449,45227.02,45227.02,active,2017-01-16T00:52:26.068215
ACCD5EAA8F6,CUST000338,checking,****6935,32918.11,32918.11,active,2015-01-03T04:39:34.045197
ACC6FA757BA,CUST000338,checking,****7399,40778.91,40778.91,active,2015-12-25T20:38:11.400135
ACC1A9D6F10,CUST000338,checking,****9685,15874.4,15874.4,active,2025-01-07T05:46:06.976580
ACCB6C3EE61,CUST000339,credit,****8831,47095.68,47095.68,active,2015-02-17T17:29:56.239118
ACC4183BB96,CUST000339,checking,****3637,47655.63,47655.63,active,2024-02-16T05:27:35.694293
ACCFF7A3EB4,CUST000339,savings,****5096,4035.3,4035.3,active,2024-06-27T01:17:27.379349
ACCFD4AE107,CUST000340,savings,****7843,35440.62,35440.62,active,2015-11-23T15:00:42.681665
ACCD73EB153,CUST000340,savings,****2043,31127.34,31127.34,active,2022-10-18T16:30:38.031097
ACC505C9126,CUST000340,savings,****1296,20520.98,20520.98,active,2024-07-20T14:05:06.969353
ACC4F6FD8CA,CUST000341,savings,****7689,38165.22,38165.22,active,2015-05-06T05:22:37.242152
ACC471EE827,CUST000341,savings,****8277,27551.47,27551.47,active,2022-09-05T06:52:52.557282
ACC134F4D95,CUST000342,checking,****2448,8161.54,8161.54,active,2025-12-18T09:35:58.323675
ACC4FC85080,CUST000343,credit,****1895,49981.81,49981.81,active,2021-12-13T13:22:44.780286
ACC98ABA9B1,CUST000344,checking,****3912,5035.57,5035.57,active,2018-09-26T19:17:40.070418
ACCB59321F4,CUST000344,credit,****5669,1174.04,1174.04,active,2023-04-09T13:25:17.212407
ACC2A92F9B1,CUST000345,checking,****5856,4257.29,4257.29,active,2024-12-13T02:36:12.095187
ACC9A8DFB1D,CUST000346,savings,****8370,10863.89,10863.89,active,2022-11-16T14:38:53.177885
ACCA2EFD683,CUST000346,checking,****6776,36296.64,36296.64,active,2019-08-17T06:27:08.875987
ACCC7C18885,CUST000347,checking,****2661,1784.7,1784.7,active,2024-07-11T12:37:02.039535
ACC3E34EE6D,CUST000347,credit,****7094,44850.31,44850.31,active,2015-08-20T03:00:36.204947
ACC165B491F,CUST000348,checking,****2405,12468.75,12468.75,active,2015-10-09T09:39:40.154273
ACC4D6E6520,CUST000348,checking,****5923,18279.83,18279.83,active,2023-04-28T05:45:46.978344
ACC5455B7B8,CUST000348,checking,****7100,3172.56,3172.56,active,2019-04-03T17:39:07.817176
ACCDE9F39AE,CUST000349,savings,****7798,21357.46,21357.46,active,2015-06-27T02:45:15.405315
ACCA75A5FF7,CUST000349,savings,****6609,1079.37,1079.37,active,2019-10-04T00:42:28.460027
ACC108136C0,CUST000349,checking,****4737,31112.29,31112.29,active,2017-06-10T23:12:00.307523
ACC6CC2DCD5,CUST000350,checking,****9501,37493.96,37493.96,active,2018-01-13T07:43:02.090603
ACC3AF180A9,CUST000350,checking,****7726,30397.8,30397.8,active,2017-03-14T18:13:46.663991
ACC761EE7D6,CUST000351,savings,****1509,12175.39,12175.39,active,2015-04-08T20:39:54.669821
ACCDB914365,CUST000351,checking,****7931,48430.08,48430.08,active,2018-12-22T22:03:25.130463
ACCE6DFF969,CUST000352,checking,****1826,23833.97,23833.97,active,2022-03-08T10:51:10.338483
ACC9039D2F6,CUST000353,savings,****9313,28471.1,28471.1,active,2024-12-21T22:21:40.794487
ACCF31D1637,CUST000354,credit,****6107,997.59,997.59,active,2016-04-24T19:08:23.620288
ACCFE132449,CUST000354,checking,****1748,22780.27,22780.27,active,2024-05-23T15:57:02.284495
ACCBF1EE1E7,CUST000355,credit,****5838,40084.04,40084.04,active,2018-06-18T12:24:04.173646
ACC81BF08E4,CUST000355,savings,****9780,46543.58,46543.58,active,2019-06-11T22:24:27.652285
ACC74405130,CUST000356,credit,****8569,14818.28,14818.28,active,2025-05-09T16:44:12.079079
ACC7D237C02,CUST000356,checking,****4241,26673.35,26673.35,active,2023-09-18T10:01:23.201669
ACCD921846A,CUST000357,checking,****4945,31575.69,31575.69,active,2019-06-04T13:25:47.417939
ACC6EA89ED6,CUST000357,savings,****2249,5116.42,5116.42,active,2015-06-11T01:17:17.447056
ACC35D527AF,CUST000357,savings,****1570,6528.31,6528.31,active,2024-03-05T12:27:00.850094
ACCA7237F97,CUST000358,checking,****8027,20502.4,20502.4,active,2025-03-06T19:52:40.447352
ACC25DBD460,CUST000359,checking,****3881,29525.51,29525.51,active,2023-01-04T04:07:05.067226
ACC3884A068,CUST000359,savings,****2418,20762.6,20762.6,active,2024-07-01T22:37:28.529136
ACC3DDF74B1,CUST000360,savings,****9892,2052.04,2052.04,active,2016-09-07T03:01:09.195336
ACCBBF21101,CUST000361,checking,****6168,5496.82,5496.82,active,2023-09-07T20:22:38.183117
ACCDF3FC3BE,CUST000361,savings,****9470,38772.0,38772.0,active,2023-08-25T21:01:28.712157
ACC83C6B4A5,CUST000361,savings,****5300,18612.91,18612.91,active,2021-06-27T05:02:59.263919
ACC9C418F06,CUST000362,checking,****4081,37956.03,37956.03,active,2015-01-27T01:27:19.819767
ACC54864A72,CUST000362,credit,****6247,4467.88,4467.88,active,2018-11-15T05:25:12.112148
ACC2F62E514,CUST000363,checking,****9091,23290.75,23290.75,active,2023-10-19T12:40:06.988199
ACC60128EEB,CUST000364,credit,****7689,30933.73,30933.73,active,2018-09-02T10:46:04.392709
ACC012FF72E,CUST000365,credit,****5237,36759.68,36759.68,active,2017-05-28T07:08:11.096788
ACC2BBE0D80,CUST000365,checking,****5630,6820.1,6820.1,active,2021-02-27T14:55:04.959616
ACC52374D27,CUST000365,checking,****8429,24325.76,24325.76,active,2017-07-07T15:34:37.713780
ACC63F99A90,CUST000366,credit,****1937,28622.46,28622.46,active,2022-11-26T10:57:12.742734
ACCE1B08025,CUST000366,savings,****8343,11653.5,11653.5,active,2018-11-03T04:08:30.939311
ACCBBE2AA2A,CUST000366,credit,****4846,44337.49,44337.49,active,2025-08-07T16:17:49.041735
ACCC21B668F,CUST000367,credit,****8447,1562.42,1562.42,active,2018-08-22T04:48:56.987839
ACC94482F29,CUST000367,savings,****7603,29074.9,29074.9,active,2017-08-15T17:19:48.643996
ACC0E182FF2,CUST000368,savings,****3323,36067.02,36067.02,active,2017-12-02T18:03:37.831615
ACC0B183E29,CUST000368,credit,****1650,19811.86,19811.86,active,2020-01-27T21:45:55.683623
ACC3E15394C,CUST000368,checking,****5976,19541.35,19541.35,active,2025-08-09T01:47:42.397452
ACCAD8D8123,CUST000369,credit,****2626,36319.91,36319.91,active,2021-03-30T09:28:47.175461
ACC8C1251D0,CUST000369,savings,****1101,17689.8,17689.8,active,2020-07-16T23:28:11.328999
ACC005726BB,CUST000370,credit,****5234,40331.23,40331.23,active,2019-04-11T19:42:06.513644
ACC043E432D,CUST000371,credit,****4116,1034.86,1034.86,active,2017-01-02T18:16:37.814328
ACCB399CB03,CUST000372,credit,****3898,29839.89,29839.89,active,2021-06-27T12:18:01.301986
ACC842752D5,CUST000372,checking,****4691,8964.92,8964.92,active,2020-10-09T11:40:45.745142
ACC30DB5A94,CUST000372,checking,****5093,27324.62,27324.62,active,2016-07-08T19:15:16.771714
ACC0171448F,CUST000373,credit,****4185,15186.86,15186.86,active,2017-07-20T17:22:03.612417
ACCDCCD1DA7,CUST000374,savings,****8739,20647.17,20647.17,active,2025-10-21T09:29:21.722702
ACC5D0AD3C2,CUST000375,credit,****5456,44750.54,44750.54,active,2024-08-22T02:52:18.516687
ACCADC29999,CUST000375,credit,****5364,23465.03,23465.03,active,2024-02-12T22:51:18.579098
ACC95862865,CUST000376,savings,****2632,49297.35,49297.35,active,2015-07-28T01:02:23.011354
ACCEDD43BBA,CUST000376,checking,****5493,29906.21,29906.21,active,2019-03-01T18:35:11.719956
ACCCFBDAD2D,CUST000377,savings,****9769,13106.92,13106.92,active,2021-03-23T01:59:40.486954
ACC9D29AA14,CUST000378,checking,****7282,8624.16,8624.16,active,2017-10-22T22:37:42.267005
ACC2B6F1F7A,CUST000378,savings,****5197,43997.69,43997.69,active,2019-05-17T00:19:52.326980
ACC9C6B4B68,CUST000379,credit,****5907,1402.29,1402.29,active,2016-10-22T21:04:36.534138
ACC821D106C,CUST000380,savings,****5071,38686.4,38686.4,active,2019-09-21T06:00:35.875816
ACCCC451EF3,CUST000380,checking,****9979,30143.25,30143.25,active,2024-02-09T13:42:18.839958
ACC3874DEED,CUST000380,checking,****6691,42069.3,42069.3,active,2021-04-07T06:02:08.202208
ACCF469395A,CUST000381,credit,****4057,37230.38,37230.38,active,2023-01-08T20:53:43.420089
ACC7A04FE14,CUST000381,credit,****3725,31747.43,31747.43,active,2023-06-15T06:08:57.801238
ACCE7AF0AC4,CUST000382,checking,****4530,39824.94,39824.94,active,2016-04-21T19:19:56.201824
ACC09DB0A52,CUST000382,checking,****6483,2427.91,2427.91,active,2022-02-02T21:06:09.140979
ACCB0106EAF,CUST000383,checking,****6463,13732.73,13732.73,active,2016-11-14T02:41:31.333230
ACC5170128D,CUST000383,credit,****5045,6778.6,6778.6,active,2020-11-30T21:29:43.918364
ACCB22952AB,CUST000384,credit,****6941,5239.21,5239.21,active,2022-03-26T13:30:58.748640
ACC50CCC144,CUST000384,checking,****5380,32237.58,32237.58,active,2017-12-14T16:55:55.985672
ACC79043074,CUST000384,credit,****7870,40097.38,40097.38,active,2021-10-18T09:29:47.397631
ACCAFCC132D,CUST000385,checking,****8392,33933.67,33933.67,active,2018-06-04T18:23:20.452244
ACC4B82D36E,CUST000385,credit,****3240,48598.17,48598.17,active,2025-12-09T23:48:58.719542
ACC9BE55289,CUST000385,savings,****8840,6189.05,6189.05,active,2022-04-26T12:28:33.154723
ACC16B5C0E9,CUST000386,savings,****2218,24269.35,24269.35,active,2016-02-05T05:31:42.863737
ACC929EF0C0,CUST000386,savings,****9282,21583.66,21583.66,active,2022-05-09T13:31:47.448729
ACC86666DF5,CUST000387,savings,****9481,22877.69,22877.69,active,2024-02-03T12:23:40.546161
ACC09B42BD0,CUST000387,savings,****6937,25550.63,25550.63,active,2023-07-07T03:34:02.420482
ACC37767478,CUST000388,checking,****2332,6370.98,6370.98,active,2024-05-24T02:21:33.839999
ACC1C794FAB,CUST000388,checking,****1380,32259.61,32259.61,active,2023-12-08T15:29:35.345347
ACCFB6A80AD,CUST000388,savings,****5411,44657.64,44657.64,active,2017-06-22T19:19:11.044491
ACCCF2008AD,CUST000389,credit,****5000,38817.38,38817.38,active,2024-12-17T03:09:15.957608
ACC32DDDA91,CUST000390,savings,****2108,3530.54,3530.54,active,2016-11-25T21:27:09.806814
ACCF3097687,CUST000390,checking,****5029,32676.92,32676.92,active,2020-12-08T17:02:42.385478
ACCC2179805,CUST000391,credit,****5712,35172.45,35172.45,active,2023-01-09T18:19:21.901395
ACC8BF5E48E,CUST000392,savings,****5098,8855.79,8855.79,active,2021-06-30T04:45:38.476490
ACCF27AF7CF,CUST000392,savings,****9545,40322.07,40322.07,active,2023-02-28T12:21:40.015185
ACCC6BB0381,CUST000392,credit,****5813,22115.64,22115.64,active,2021-03-13T13:05:31.531290
ACC114AE5C3,CUST000393,savings,****8100,14136.36,14136.36,active,2024-04-25T16:51:46.216952
