customer_id,email_alerts,sms_alerts,push_notifications,large_transaction_threshold,low_balance_threshold,preferred_language,preferred_contact_method
CUST000683,False,False,True,500,100,english,push
CUST000684,True,False,True,500,100,english,push
CUST000685,False,True,True,500,100,english,sms
CUST000686,True,False,False,500,100,english,push
CUST000687,False,True,False,500,100,english,email
CUST000688,False,True,False,500,100,english,push
CUST000689,True,False,True,500,100,english,push
CUST000690,True,True,True,500,100,english,sms
CUST000691,False,True,True,500,100,english,sms
CUST000692,True,True,True,500,100,english,push
CUST000693,True,False,True,500,100,english,push
CUST000694,False,True,True,500,100,english,push
CUST000695,True,True,True,500,100,english,sms
CUST000696,True,False,True,500,100,english,push
CUST000697,False,False,True,500,100,english,push
CUST000698,False,False,True,500,100,english,sms
CUST000699,False,True,False,500,100,english,push
CUST000700,True,True,False,500,100,english,email
CUST000701,False,False,False,500,100,english,push
CUST000702,False,False,True,500,100,english,sms
CUST000703,True,False,False,500,100,english,push
CUST000704,False,False,True,500,100,english,push
CUST000705,True,False,True,500,100,english,push
CUST000706,False,True,True,500,100,english,push
CUST000707,False,True,True,500,100,english,sms
CUST000708,False,False,True,500,100,english,email
CUST000709,False,False,False,500,100,english,email
CUST000710,True,True,False,500,100,english,email
CUST000711,False,False,False,500,100,english,push
CUST000712,True,True,False,500,100,english,sms
CUST000713,False,True,True,500,100,english,email
CUST000714,False,True,True,500,100,english,email
CUST000715,True,True,True,500,100,english,sms
CUST000716,False,False,False,500,100,english,sms
CUST000717,True,False,False,500,100,english,email
CUST000718,True,True,True,500,100,english,email
CUST000719,False,False,True,500,100,english,email
CUST000720,False,True,False,500,100,english,sms
CUST000721,False,False,False,500,100,english,push
CUST000722,True,False,True,500,100,english,sms
CUST000723,False,False,True,500,100,english,sms
CUST000724,True,True,True,500,100,english,sms
CUST000725,True,False,True,500,100,english,push
CUST000726,True,True,False,500,100,english,sms
CUST000727,True,True,False,500,100,english,email
CUST000728,False,False,True,500,100,english,email
CUST000729,False,True,True,500,100,english,push
CUST000730,False,False,False,500,100,english,sms
CUST000731,False,False,True,500,100,english,push
CUST000732,False,True,False,500,100,english,sms
CUST000733,False,False,False,500,100,english,email
CUST000734,True,False,True,500,100,english,sms
CUST000735,True,True,False,500,100,english,email
CUST000736,False,True,True,500,100,english,push
CUST000737,False,True,False,500,100,english,email
CUST000738,False,False,True,500,100,english,email
CUST000739,True,True,False,500,100,english,sms
CUST000740,True,False,False,500,100,english,push
CUST000741,True,False,False,500,100,english,sms
CUST000742,False,True,True,500,100,english,sms
CUST000743,False,False,False,500,100,english,email
CUST000744,False,True,False,500,100,english,push
CUST000745,True,False,False,500,100,english,email
CUST000746,True,False,False,500,100,english,email
CUST000747,False,False,True,500,100,english,push
CUST000748,True,False,True,500,100,english,sms
CUST000749,False,False,False,500,100,english,sms
CUST000750,False,False,True,500,100,english,push
CUST000751,True,True,True,500,100,english,push
CUST000752,False,True,False,500,100,english,email
CUST000753,False,False,True,500,100,english,email
CUST000754,True,True,False,500,100,english,email
CUST000755,False,True,False,500,100,english,push
CUST000756,True,True,True,500,100,english,email
CUST000757,True,True,True,500,100,english,sms
CUST000758,False,True,False,500,100,english,push
CUST000759,True,False,True,500,100,english,sms
CUST000760,True,False,False,500,100,english,sms
CUST000761,True,True,False,500,100,english,push
CUST000762,False,True,False,500,100,english,email
CUST000763,True,True,False,500,100,english,sms
CUST000764,False,True,False,500,100,english,sms
CUST000765,False,False,False,500,100,english,sms
CUST000766,True,False,False,500,100,english,email
CUST000767,True,False,False,500,100,english,sms
CUST000768,False,False,False,500,100,english,email
CUST000769,False,False,True,500,100,english,email
CUST000770,False,False,False,500,100,english,push
CUST000771,False,True,True,500,100,english,sms
CUST000772,False,False,False,500,100,english,sms
CUST000773,False,True,True,500,100,english,email
CUST000774,False,False,True,500,100,english,push
CUST000775,False,True,True,500,100,english,sms
CUST000776,False,True,False,500,100,english,email
CUST000777,False,True,True,500,100,english,sms
CUST000778,False,True,False,500,100,english,email
CUST000779,False,True,True,500,100,english,sms
CUST000780,False,True,False,500,100,english,push
CUST000781,False,False,False,500,100,english,sms
CUST000782,False,False,False,500,100,english,email
CUST000783,True,False,True,500,100,english,push
CUST000784,False,True,False,500,100,english,sms
CUST000785,True,True,True,500,100,english,email
CUST000786,True,False,False,500,100,english,email
CUST000787,False,True,False,500,100,english,sms
CUST000788,True,True,False,500,100,english,sms
CUST000789,True,True,True,500,100,english,sms
CUST000790,True,True,True,500,100,english,email
CUST000791,False,False,False,500,100,english,sms
CUST000792,False,False,False,500,100,english,email
CUST000793,True,False,True,500,100,english,push
CUST000794,False,True,False,500,100,english,push
CUST000795,True,True,False,500,100,english,email
CUST000796,True,True,False,500,100,english,push
CUST000797,False,False,True,500,100,english,push
CUST000798,False,False,True,500,100,english,push
CUST000799,True,False,True,500,100,english,push
CUST000800,True,True,True,500,100,english,sms
CUST000801,False,True,False,500,100,english,push
CUST000802,False,False,False,500,100,english,sms
CUST000803,False,True,True,500,100,english,push
CUST000804,False,False,False,500,100,english,sms
CUST000805,False,False,False,500,100,english,sms
CUST000806,True,False,False,500,100,english,push
CUST000807,False,True,False,500,100,english,email
CUST000808,True,False,True,500,100,english,email
CUST000809,False,False,False,500,100,english,sms
CUST000810,True,False,False,500,100,english,push
CUST000811,False,True,False,500,100,english,email
CUST000812,True,False,False,500,100,english,push
CUST000813,False,True,False,500,100,english,email
CUST000814,True,False,False,500,100,english,sms
CUST000815,True,True,False,500,100,english,push
CUST000816,True,True,True,500,100,english,push
CUST000817,True,False,False,500,100,english,push
CUST000818,True,False,True,500,100,english,push
CUST000819,False,True,True,500,100,english,push
CUST000820,True,True,True,500,100,english,email
CUST000821,True,True,True,500,100,english,email
CUST000822,False,True,True,500,100,english,email
CUST000823,False,True,True,500,100,english,email
CUST000824,True,True,False,500,100,english,email
CUST000825,True,False,True,500,100,english,sms
CUST000826,True,True,True,500,100,english,email
CUST000827,False,False,False,500,100,english,email
CUST000828,False,False,False,500,100,english,email
CUST000829,False,True,True,500,100,english,push
CUST000830,True,True,False,500,100,english,push
CUST000831,True,True,False,500,100,english,push
CUST000832,True,True,True,500,100,english,push
CUST000833,True,True,True,500,100,english,email
CUST000834,True,False,True,500,100,english,push
CUST000835,False,True,True,500,100,english,sms
CUST000836,True,True,True,500,100,english,sms
CUST000837,False,False,True,500,100,english,sms
CUST000838,True,True,True,500,100,english,email
CUST000839,False,True,False,500,100,english,email
CUST000840,False,False,True,500,100,english,sms
CUST000841,False,True,False,500,100,english,email
CUST000842,True,False,True,500,100,english,push
CUST000843,True,False,False,500,100,english,email
CUST000844,True,False,True,500,100,english,email
CUST000845,False,False,True,500,100,english,push
CUST000846,True,True,False,500,100,english,sms
CUST000847,True,False,False,500,100,english,push
CUST000848,False,False,False,500,100,english,email
CUST000849,True,True,True,500,100,english,sms
CUST000850,False,True,True,500,100,english,push
CUST000851,True,False,True,500,100,english,sms
CUST000852,False,False,True,500,100,english,push
CUST000853,False,False,True,500,100,english,push
CUST000854,True,True,False,500,100,english,email
CUST000855,False,True,True,500,100,english,email
CUST000856,True,False,True,500,100,english,sms
CUST000857,False,True,True,500,100,english,push
CUST000858,False,True,False,500,100,english,push
CUST000859,False,True,False,500,100,english,push
CUST000860,False,False,True,500,100,english,sms
CUST000861,True,False,True,500,100,english,email
CUST000862,True,False,False,500,100,english,email
CUST000863,False,False,True,500,100,english,sms
CUST000864,True,False,False,500,100,english,push
CUST000865,True,True,True,500,100,english,email
CUST000866,False,False,True,500,100,english,sms
CUST000867,True,False,False,500,100,english,push
CUST000868,True,False,False,500,100,english,sms
CUST000869,False,True,False,500,100,english,sms
CUST000870,True,True,True,500,100,english,sms
CUST000871,True,True,False,500,100,english,push
CUST000872,True,True,True,500,100,english,email
CUST000873,True,False,False,500,100,english,sms
CUST000874,False,False,False,500,100,english,push
CUST000875,True,True,True,500,100,english,sms
CUST000876,True,False,False,500,100,english,push
CUST000877,True,False,False,500,100,english,email
CUST000878,False,True,False,500,100,english,email
CUST000879,True,True,True,500,100,english,push
CUST000880,False,False,False,500,100,english,email
CUST000881,False,True,False,500,100,english,email
CUST000882,True,True,False,500,100,english,sms
CUST000883,True,False,False,500,100,english,email
CUST000884,False,True,False,500,100,english,push
CUST000885,False,True,False,500,100,english,push
CUST000886,False,True,False,500,100,english,push
CUST000887,False,False,True,500,100,english,push
CUST000888,False,True,True,500,100,english,sms
CUST000889,False,False,False,500,100,english,push
CUST000890,True,True,False,500,100,english,push
CUST000891,True,False,False,500,100,english,email
CUST000892,True,False,True,500,100,english,email
CUST000893,True,False,True,500,100,english,push
CUST000894,False,True,True,500,100,english,sms
CUST000895,True,False,True,500,100,english,sms
CUST000896,False,False,False,500,100,english,email
CUST000897,True,False,False,500,100,english,email
CUST000898,True,True,True,500,100,english,email
CUST000899,True,False,True,500,100,english,push
CUST000900,True,True,False,500,100,english,push
CUST000901,False,False,False,500,100,english,push
CUST000902,True,False,False,500,100,english,email
CUST000903,False,False,False,500,100,english,push
CUST000904,False,True,True,500,100,english,push
CUST000905,False,False,False,500,100,english,sms
CUST000906,False,True,False,500,100,english,push
CUST000907,False,False,True,500,100,english,sms
CUST000908,False,True,False,500,100,english,email
CUST000909,False,True,False,500,100,english,email
CUST000910,True,True,False,500,100,english,push
CUST000911,True,True,True,500,100,english,email
CUST000912,False,False,True,500,100,english,email
CUST000913,False,False,True,500,100,english,email
CUST000914,True,True,True,500,100,english,sms
CUST000915,True,True,False,500,100,english,sms
CUST000916,False,True,True,500,100,english,sms
CUST000917,False,True,True,500,100,english,email
CUST000918,False,True,True,500,100,english,sms
CUST000919,True,False,False,500,100,english,email
CUST000920,True,False,True,500,100,english,push
CUST000921,True,True,True,500,100,english,push
CUST000922,False,False,False,500,100,english,push
CUST000923,False,True,True,500,100,english,sms
CUST000924,False,False,True,500,100,english,push
CUST000925,True,False,False,500,100,english,email
CUST000926,False,False,True,500,100,english,sms
CUST000927,True,False,False,500,100,english,email
CUST000928,True,True,False,500,100,english,email
CUST000929,True,False,False,500,100,english,email
CUST000930,True,True,True,500,100,english,sms
CUST000931,True,False,False,500,100,english,push
CUST000932,True,True,True,500,100,english,push
CUST000933,True,True,True,500,100,english,sms
CUST000934,False,False,False,500,100,english,push
CUST000935,False,True,False,500,100,english,push
CUST000936,False,False,True,500,100,english,email
CUST000937,False,True,True,500,100,english,email
CUST000938,False,True,True,500,100,english,sms
CUST000939,False,False,True,500,100,english,sms
CUST000940,True,True,False,500,100,english,push
CUST000941,False,True,True,500,100,english,sms
CUST000942,False,False,False,500,100,english,push
CUST000943,True,True,True,500,100,english,email
CUST000944,False,False,False,500,100,english,sms
CUST000945,True,True,False,500,100,english,email
CUST000946,False,False,True,500,100,english,push
CUST000947,True,True,True,500,100,english,email
CUST000948,False,True,False,500,100,english,email
CUST000949,True,False,True,500,100,english,email
CUST000950,True,False,False,500,100,english,email
CUST000951,True,False,True,500,100,english,email
CUST000952,True,True,False,500,100,english,email
CUST000953,False,True,False,500,100,english,push
CUST000954,False,True,False,500,100,english,email
CUST000955,True,False,False,500,100,english,email
CUST000956,False,False,True,500,100,english,push
CUST000957,True,True,True,500,100,english,sms
CUST000958,False,True,True,500,100,english,sms
CUST000959,False,False,True,500,100,english,email
CUST000960,True,True,False,500,100,english,push
CUST000961,False,False,True,500,100,english,push
CUST000962,True,False,False,500,100,english,sms
CUST000963,False,True,True,500,100,english,sms
CUST000964,True,True,True,500,100,english,email
CUST000965,False,True,True,500,100,english,push
CUST000966,True,False,True,500,100,english,email
CUST000967,True,False,True,500,100,english,sms
CUST000968,True,False,True,500,100,english,push
CUST000969,True,False,True,500,100,english,sms
CUST000970,False,True,False,500,100,english,push
CUST000971,False,False,False,500,100,english,sms
CUST000972,True,True,True,500,100,english,email
CUST000973,False,True,True,500,100,english,sms
CUST000974,False,False,False,500,100,english,email
CUST000975,False,True,True,500,100,english,push
CUST000976,True,True,True,500,100,english,sms
CUST000977,False,True,False,500,100,english,sms
CUST000978,False,False,True,500,100,english,email
CUST000979,True,False,False,500,100,english,sms
CUST000980,False,False,False,500,100,english,email
CUST000981,True,True,False,500,100,english,email
CUST000982,True,True,True,500,100,english,email
CUST000983,True,True,True,500,100,english,email
CUST000984,True,True,False,500,100,english,push
CUST000985,False,True,True,500,100,english,email
CUST000986,True,False,False,500,100,english,sms
CUST000987,False,False,False,500,100,english,sms
CUST000988,False,True,True,500,100,english,sms
CUST000989,False,True,True,500,100,english,push
CUST000990,False,True,True,500,100,english,email
CUST000991,False,True,False,500,100,english,email
CUST000992,True,False,False,500,100,english,email
CUST000993,True,True,True,500,100,english,email
CUST000994,False,False,False,500,100,english,email
CUST000995,True,False,True,500,100,english,push
CUST000996,True,True,False,500,100,english,push
CUST000997,False,True,False,500,100,english,email
CUST000998,True,False,False,500,100,english,push
CUST000999,False,True,False,500,100,english,push
CUST001000,False,False,False,500,100,english,sms
